url_path,views_total,views_unique
/vandan-revanur/pychemovality/tree/master/pychemovality,34,4
/vandan-revanur/pychemovality/blob/master/pychemovality/ovalitycalculations.py,25,4
/vandan-revanur/pychemovality,18,10
/vandan-revanur/pychemovality/blob/master/docs/fortran_compilation_instructions.md,12,3
/vandan-revanur/pychemovality/blob/master/pychemovality/fortran/GEPOL93_modified.FOR,6,2
/vandan-revanur/pychemovality/blob/github-repo-stats/vandan-revanur/pychemovality/latest-report/report.pdf,6,1
/vandan-revanur/pychemovality/tree/github-repo-stats/vandan-revanur/pychemovality,6,1
/vandan-revanur/pychemovality/tree/github-repo-stats/vandan-revanur/pychemovality/latest-report,6,1
/vandan-revanur/pychemovality/blob/master/fortran_compilation_instructions.md,5,2
/vandan-revanur/pychemovality/tree/master/.github/workflows,5,1
