url_path,views_total,views_unique
/vandan-revanur/pychemovality,7,6
/vandan-revanur/pychemovality/blob/github-repo-stats/vandan-revanur/pychemovality/latest-report/report.pdf,2,1
/vandan-revanur/pychemovality/blob/master/docs/fortran_compilation_instructions.md,2,1
/vandan-revanur/pychemovality/blob/master/pychemovality/ovalitycalculations.py,2,1
/vandan-revanur/pychemovality/tree/github-repo-stats/vandan-revanur/pychemovality,2,1
/vandan-revanur/pychemovality/tree/github-repo-stats/vandan-revanur/pychemovality/latest-report,2,1
/vandan-revanur/pychemovality/tree/master/pychemovality,2,1
/vandan-revanur/pychemovality/tree/master/pychemovality/fortran,2,1
/vandan-revanur/pychemovality/blob/master/pychemovality/classes.py,1,1
/vandan-revanur/pychemovality/blob/master/pychemovality/constants.py,1,1
